"","CHR","BP","SNP_ID","Var"
"457",19,45703318,"ARS-BFGL-NGS-102317",0.1276231478
"458",19,45756376,"UA-IFASA-8333",0.1275048849
"459",19,45809961,"UA-IFASA-8910",0.1296455214
"460",19,45912712,"ARS-BFGL-NGS-19397",0.1136812845
"461",19,45962318,"ARS-BFGL-NGS-39129",0.1028512355
"462",19,50718075,"ARS-BFGL-NGS-39328",0.1216000016
"463",19,50812576,"ARS-BFGL-NGS-73980",0.1131423676
"464",19,51407028,"ARS-BFGL-BAC-35684",0.1057903155
"465",19,51427990,"ARS-BFGL-NGS-22719",0.1229333346
"466",19,51489174,"ARS-BFGL-NGS-111298",0.1330035508
"467",19,51532636,"ARS-BFGL-NGS-68655",0.1185928669
"468",19,51584353,"ARS-BFGL-NGS-44098",0.1392985218
"469",19,51614996,"ARS-BFGL-NGS-77313",0.1630706433
"470",19,51642943,"ARS-BFGL-NGS-105532",0.1573967761
"471",19,51674934,"ARS-BFGL-NGS-117951",0.1292449679
"472",19,51713082,"Hapmap39750-BTA-45775",0.1099800445
"473",19,51772007,"Hapmap42219-BTA-45770",0.1123407443
"474",19,51860856,"ARS-BFGL-NGS-112589",0.1037552631
"475",19,51892710,"BTB-00760167",0.1230534151
"476",2,115397512,"Hapmap52537-rs29011369",0.1776675019
"477",2,115448114,"BTB-00113596",0.1077871353
"478",2,115480079,"ARS-BFGL-NGS-94004",0.1579224728
"479",2,115504029,"BTB-00113625",0.327129702
"480",2,115533946,"Hapmap40249-BTA-49086",0.499817276
"481",2,115622067,"Hapmap41888-BTA-49091",0.826839192
"482",2,115665427,"ARS-BFGL-BAC-35548",1.2851805897
"483",2,115695003,"BTA-49096-no-rs",1.6071883333
"484",2,115730530,"ARS-BFGL-NGS-30337",1.3488469086
"485",2,115821065,"ARS-BFGL-NGS-103753",1.1689686326
"486",2,115875702,"Hapmap54770-rs29009608",0.7398417168
"487",2,115986085,"ARS-BFGL-NGS-43721",0.8178265017
"488",2,116018639,"ARS-BFGL-NGS-107330",0.5958550712
"489",2,116064090,"Hapmap38323-BTA-49132",0.3476804354
"490",2,116123392,"ARS-BFGL-NGS-107909",0.1830611427
"491",2,116186918,"BTA-103078-no-rs",0.1022527997
"492",2,116211153,"ARS-BFGL-NGS-112195",0.2646628433
"493",2,116340519,"Hapmap44637-BTA-17098",0.1336602749
"494",2,118732813,"ARS-BFGL-NGS-8841",0.1151775137
"495",2,118785254,"ARS-BFGL-NGS-15508",0.1186105474
"496",2,22568193,"Hapmap33359-BTA-133718",0.1539523771
"497",2,22608474,"BTB-00084343",0.1096841523
"498",2,53401974,"BTB-01412526",0.1062296898
"499",2,54862093,"BTB-01294125",0.1539006741
"500",2,54912507,"BTB-01293919",0.2862742261
"501",2,54937229,"Hapmap51787-BTA-101971",0.2887689464
"502",2,54993038,"Hapmap43438-BTA-101967",0.1804140634
"503",2,55019715,"Hapmap38718-BTA-101966",0.2794704959
"504",2,55076037,"BTB-01165311",0.2354211417
"505",2,55101502,"ARS-BFGL-NGS-111213",0.1681381054
"506",2,55133902,"Hapmap43745-BTA-101961",0.1759904182
"507",2,55164987,"BTB-01165248",0.1514016898
"508",2,55339988,"BTB-01165150",0.1349742313
"509",2,55360037,"BTB-01892981",0.2520212351
"510",2,55394810,"Hapmap23257-BTA-123353",0.408073456
"511",2,55441390,"Hapmap48508-BTA-88108",0.3278747966
"512",2,55510237,"BTB-01753605",0.3562712606
"513",2,55577762,"Hapmap33880-BES9_Contig535_933",0.310804937
"514",2,55613073,"Hapmap38699-BTA-81626",0.2747132199
"515",2,55633701,"BTB-00353784",0.2962050606
"516",2,55657824,"Hapmap44140-BTA-81617",0.2810287625
"517",2,55687114,"BTB-00353647",0.203061226
"518",2,55708250,"BTB-01160731",0.1385554208
"519",2,64731462,"UA-IFASA-3968",0.1101643702
"520",2,75066200,"Hapmap51098-BTA-96589",0.2126560921
"521",2,75132529,"Hapmap50173-BTA-96591",0.3371572484
"522",2,75307501,"ARS-BFGL-NGS-32559",0.236721968
"523",2,75466886,"BTA-96598-no-rs",0.2985396734
"524",2,75615637,"BTA-96609-no-rs",0.3299857771
"525",2,75669042,"Hapmap24002-BTA-150995",0.2955836321
"526",2,75692826,"BTA-96614-no-rs",0.3503897101
"527",2,75716491,"ARS-BFGL-NGS-69160",0.2350321361
"528",2,75794795,"Hapmap60737-rs29018861",0.1850975236
"529",2,75850641,"ARS-BFGL-NGS-104820",0.1879054655
"530",20,11873589,"BTB-01947189",0.1450605789
"531",20,11948110,"ARS-BFGL-NGS-84611",0.1566419015
"532",20,12001911,"ARS-BFGL-NGS-112994",0.2323315947
"533",20,12040873,"Hapmap52341-rs29025776",0.4138387881
"534",20,12087403,"ARS-BFGL-NGS-3276",0.5722138312
"535",20,12111883,"ARS-BFGL-NGS-78615",0.5689079257
"536",20,12136194,"Hapmap44603-BTA-51543",0.4286373871
"537",20,12166596,"ARS-BFGL-BAC-31736",0.370064722
"538",20,12228546,"BTA-118245-no-rs",0.3054249416
"539",20,12265622,"Hapmap42086-BTA-118249",0.2070786053
"540",20,12308594,"ARS-BFGL-NGS-26205",0.1257295683
"541",20,12336676,"BTA-51542-no-rs",0.1241792548
"542",20,45053767,"ARS-BFGL-BAC-27247",0.1166840514
"543",20,45076553,"Hapmap61037-rs29016327",0.1040638587
"544",20,45326625,"BTB-01942525",0.1024134612
"545",20,45641953,"Hapmap51381-BTA-107547",0.1229981556
"546",20,45677327,"ARS-BFGL-NGS-37203",0.1969815074
"547",20,45726823,"Hapmap32803-BTA-135212",0.135263157
"548",21,44216692,"BTB-00820947",0.1033609872
"549",21,66581100,"ARS-BFGL-NGS-103918",0.1377334957
"550",22,19093982,"BTB-00839323",0.1114516564
"551",22,19403914,"ARS-BFGL-NGS-114883",0.1159226866
"552",22,35656826,"ARS-BFGL-NGS-21808",0.1222127276
"553",22,35692840,"BTA-54207-no-rs",0.1114536775
"554",22,35729340,"Hapmap41295-BTA-54203",0.1117492948
"555",22,35933227,"Hapmap50888-BTA-121350",0.1356555859
"556",22,36221354,"BTA-22352-no-rs",0.1307751723
"557",22,36335811,"BTA-27368-no-rs",0.2031228837
"558",22,36411261,"Hapmap35530-SCAFFOLD65737_1657",0.2958014897
"559",22,36432552,"ARS-BFGL-BAC-35732",0.3176352298
"560",22,36505459,"ARS-BFGL-NGS-43172",0.2965640141
"561",22,36606947,"ARS-BFGL-NGS-105840",0.2257324755
"562",22,38674217,"ARS-BFGL-NGS-82909",0.1159210918
"563",22,38735749,"Hapmap47039-BTA-54432",0.1011431978
"564",22,38760668,"BTA-54431-no-rs",0.1052699816
"565",22,38832195,"BTB-00846328",0.1025065029
"566",22,38933225,"BTB-00846254",0.1055621922
"567",22,39042744,"BTB-00846141",0.124157665
"568",22,39080164,"ARS-BFGL-NGS-55340",0.1337055157
"569",22,39130220,"ARS-BFGL-NGS-71810",0.1624893265
"570",22,44563359,"ARS-BFGL-NGS-81286",0.1175573062
"571",22,44704423,"Hapmap42246-BTA-54605",0.1263320834
"572",22,49442636,"ARS-BFGL-NGS-31703",0.1085793142
"573",22,49480862,"ARS-BFGL-NGS-88154",0.1780731506
"574",22,49768282,"ARS-BFGL-NGS-16330",0.1819541843
"575",22,49836856,"ARS-BFGL-NGS-15965",0.2175101958
"576",22,49904097,"ARS-BFGL-NGS-39459",0.1222554413
"577",22,49963223,"ARS-BFGL-NGS-43179",0.1985013548
"578",22,49991511,"ARS-BFGL-NGS-28703",0.1535508258
"579",22,50038809,"ARS-BFGL-NGS-96011",0.1343602942
"580",22,50081546,"Hapmap60583-rs29027190",0.1495095554
"581",22,50134423,"Hapmap57252-rs29018823",0.1034976545
"582",22,54250243,"Hapmap41094-BTA-83358",0.1057005923
"583",22,54271229,"ARS-BFGL-NGS-104424",0.1265988435
"584",22,54295406,"ARS-BFGL-NGS-114255",0.1029560702
"585",22,54372266,"ARS-BFGL-NGS-76826",0.1227542437
"586",22,54428720,"ARS-BFGL-NGS-116073",0.1260568338
"587",22,54473931,"ARS-BFGL-NGS-25024",0.1378796322
"588",22,54498985,"ARS-BFGL-NGS-118899",0.1316561887
"589",22,54521697,"ARS-BFGL-NGS-14331",0.1039581704
"590",23,13850106,"ARS-BFGL-NGS-41214",0.1031059277
"591",23,13870700,"ARS-BFGL-NGS-13554",0.1694230599
"592",23,14007398,"ARS-BFGL-NGS-25089",0.2228361362
"593",23,14056765,"ARS-BFGL-NGS-101393",0.1429901878
"594",23,14094944,"ARS-BFGL-NGS-61941",0.1750781503
"595",23,14117386,"ARS-BFGL-NGS-105087",0.1263642649
"596",23,14164329,"ARS-BFGL-NGS-118763",0.1897243393
"597",23,14185501,"ARS-BFGL-NGS-34854",0.2138805578
"598",23,14208471,"ARS-BFGL-NGS-100006",0.1411246312
"599",23,14487014,"ARS-BFGL-NGS-115470",0.100914349
"600",23,31725204,"UA-IFASA-6229",0.1461532546
"601",23,31914133,"ARS-BFGL-BAC-5885",0.1230808697
"602",23,32057953,"BTA-89233-no-rs",0.1379745048
"603",23,32103167,"Hapmap58717-rs29026673",0.1310054811
"604",23,32348856,"Hapmap29824-BTA-137304",0.1052270186
"605",23,32393438,"BTA-56261-no-rs",0.1004241059
"606",24,10511916,"Hapmap59628-rs29013651",0.1043119198
"607",24,10588074,"ARS-BFGL-BAC-41582",0.1692753468
"608",24,10590106,"BTB-01140405",0.1103188179
"609",24,10643239,"BTB-01998747",0.1059277993
"610",24,10664383,"ARS-BFGL-NGS-79951",0.1031230461
"611",24,10714691,"UA-IFASA-7878",0.1349750625
"612",24,10777722,"BTB-00881336",0.1106955945
"613",24,21783988,"Hapmap38610-BTA-57584",0.1164770766
"614",24,21830890,"ARS-BFGL-BAC-47350",0.1246662731
"615",24,28330492,"ARS-BFGL-NGS-63856",0.1575589645
"616",24,28353262,"BTB-01485885",0.3220209643
"617",24,28417928,"ARS-BFGL-NGS-5141",0.5945939782
"618",24,28452709,"BTA-97262-no-rs",0.4809271622
"619",24,28487771,"ARS-BFGL-BAC-28665",0.6899732353
"620",24,28516684,"Hapmap54981-rs29019846",0.7747524437
"621",24,28540641,"BTB-01485274",0.8983644118
"622",24,28570245,"Hapmap58887-rs29013502",0.7619212852
"623",24,28604672,"BTB-01646599",0.589457911
"624",24,28638911,"ARS-BFGL-NGS-41140",0.4372705711
"625",24,28676366,"ARS-BFGL-NGS-35716",0.2628811483
"626",24,28703207,"BTB-00884791",0.1367035271
"627",24,28795202,"BTB-00883964",0.1325471852
"628",24,50103163,"ARS-BFGL-NGS-17892",0.103800677
"629",24,50175324,"ARS-BFGL-NGS-36484",0.1327059679
"630",24,50226252,"ARS-BFGL-NGS-26178",0.1118153608
"631",24,58477861,"ARS-BFGL-NGS-87044",0.1004296582
"632",24,58568769,"ARS-BFGL-NGS-72174",0.1005083647
"633",24,58877604,"ARS-BFGL-NGS-40380",0.142513636
"634",24,58902927,"ARS-BFGL-NGS-84525",0.1162363489
"635",24,59057936,"ARS-BFGL-NGS-93817",0.1045037776
"636",24,60798822,"ARS-BFGL-NGS-36906",0.1158568771
"637",24,60845513,"ARS-BFGL-NGS-117690",0.1447706504
"638",24,60875114,"ARS-BFGL-NGS-41126",0.1492293365
"639",24,60916827,"ARS-BFGL-NGS-25933",0.1147830481
"640",24,61463290,"Hapmap35425-SCAFFOLD305155_18811",0.1061164902
"641",25,5903547,"Hapmap30152-BTC-053926",0.1405578933
"642",25,5926428,"ARS-BFGL-NGS-26868",0.205045771
"643",25,6004727,"Hapmap51962-BTA-96856",0.1976909888
"644",25,6057840,"Hapmap32191-BTC-019394",0.2420538676
"645",25,6080581,"Hapmap31265-BTC-019439",0.2715531352
"646",25,6109723,"Hapmap32438-BTC-019523",0.2017089655
"647",25,6130207,"Hapmap24512-BTC-019555",0.1332876713
"648",25,6161712,"Hapmap31908-BTC-019642",0.1197786092
"649",25,6193751,"Hapmap30117-BTC-019731",0.1169914242
"650",25,688464,"ARS-BFGL-NGS-108460",0.1508402998
"651",25,758528,"ARS-BFGL-NGS-117233",0.2513333112
"652",25,814595,"ARS-BFGL-NGS-62237",0.1867388717
"653",25,841307,"ARS-BFGL-NGS-116934",0.1922123035
"654",25,925854,"ARS-BFGL-NGS-115164",0.1735270209
"655",25,950550,"ARS-BFGL-NGS-117981",0.1305690563
"656",25,986967,"ARS-BFGL-NGS-4009",0.1112432674
"657",26,26675554,"BTB-01856345",0.1126247094
"658",26,26716950,"BTB-01731406",0.180344649
"659",26,26805982,"ARS-BFGL-NGS-10463",0.1468832486
"660",26,26835193,"BTA-86472-no-rs",0.1422766584
"661",27,16546003,"ARS-BFGL-NGS-97489",0.1281084169
"662",27,16628800,"Hapmap4685-BTA-29671",0.1098273651
"663",27,16663290,"BTB-00952622",0.1510777013
"664",27,16692516,"ARS-BFGL-NGS-58358",0.1468466711
"665",27,16749902,"ARS-BFGL-NGS-34807",0.1238276227
"666",27,16778234,"ARS-BFGL-NGS-13660",0.1055916564
"667",27,16796562,"UA-IFASA-3305",0.1176239446
"668",27,16818014,"ARS-BFGL-NGS-38547",0.1158411355
"669",27,16946270,"ARS-BFGL-NGS-45781",0.1033940166
"670",27,29096224,"Hapmap44432-BTA-97711",0.1134651452
"671",27,29137254,"ARS-BFGL-NGS-110668",0.1746577763
"672",27,29184261,"BTB-01063707",0.2285979852
"673",27,29245816,"Hapmap30049-BTA-160481",0.1872346768
"674",27,29300707,"ARS-BFGL-NGS-107516",0.2000076362
"675",27,29327952,"ARS-BFGL-NGS-58109",0.1936189564
"676",27,29356039,"ARS-BFGL-NGS-5502",0.1790443475
"677",27,29388307,"BTB-01063562",0.2038671419
"678",27,29427447,"BTA-97696-no-rs",0.1708089456
"679",27,29450651,"BTA-97695-no-rs",0.1139375541
"680",27,29476959,"BTB-01063458",0.1223779952
"681",27,29960827,"BTA-94629-no-rs",0.1111886964
"682",28,19756973,"BTB-01016364",0.2043934274
"683",28,19811322,"ARS-BFGL-NGS-45799",0.2368953472
"684",28,19890618,"BTB-01681889",0.1636748785
"685",28,19935115,"BTB-00980670",0.1467974676
"686",28,20968839,"BTB-01129293",0.1021449667
"687",28,26144415,"ARS-BFGL-NGS-4258",0.1036967614
"688",28,26311842,"BTA-63833-no-rs",0.1209458881
"689",28,26344300,"ARS-BFGL-NGS-102837",0.1309641333
"690",28,26372666,"ARS-BFGL-NGS-36357",0.1178689545
"691",28,26414679,"ARS-BFGL-NGS-119677",0.1280784102
"692",28,26472060,"ARS-BFGL-NGS-116627",0.114809881
"693",28,26509128,"ARS-BFGL-NGS-20357",0.1071148983
"694",28,26598192,"ARS-BFGL-NGS-4070",0.15395446
"695",28,26627985,"ARS-BFGL-NGS-107963",0.1150350602
"696",28,26661955,"ARS-BFGL-NGS-1594",0.105068403
"697",28,26683350,"ARS-BFGL-NGS-80910",0.1202226564
"698",28,26705231,"ARS-BFGL-NGS-30338",0.1171303224
"699",28,26728689,"ARS-BFGL-NGS-116374",0.1116337485
"700",28,26752831,"ARS-BFGL-NGS-44160",0.1153594548
"701",28,26770398,"Hapmap47897-BTA-25453",0.1067211787
"702",28,32922685,"Hapmap34673-BES10_Contig743_1320",0.1008108454
"703",28,3430196,"Hapmap49856-BTA-108815",0.1025315846
"704",28,34836515,"ARS-BFGL-NGS-103387",0.1396726045
"705",28,34851742,"ARS-BFGL-NGS-65547",0.2196796075
"706",28,34875430,"ARS-BFGL-NGS-15751",0.2534344703
"707",28,34912784,"Hapmap47068-BTA-64117",0.2442533423
"708",28,34951758,"ARS-BFGL-NGS-108719",0.2146477499
"709",28,34982582,"ARS-BFGL-NGS-57340",0.2489699743
"710",28,35093950,"BTB-00987935",0.2165725765
"711",28,35132199,"ARS-USMARC-Parent-EF026086-rs29013660",0.331314039
"712",28,35155098,"UA-IFASA-5633",0.3037150094
"713",28,35188027,"BTA-26221-no-rs",0.1835407436
"714",28,35212761,"ARS-BFGL-NGS-36659",0.1099390546
"715",28,35466741,"BTB-02015177",0.1249868716
"716",28,38623185,"ARS-BFGL-NGS-110340",0.1346885576
"717",28,39341830,"BTA-64258-no-rs",0.1630702489
"718",28,39384586,"Hapmap41045-BTA-64263",0.1442319929
"719",28,39457322,"BTA-64266-no-rs",0.1476646771
"720",28,39556851,"ARS-BFGL-NGS-60152",0.1227265358
"721",28,39632576,"BTB-00990573",0.1970463728
"722",28,39654559,"BTB-01978062",0.1371528362
"723",28,39775835,"ARS-BFGL-NGS-92658",0.1739982685
"724",28,39796396,"ARS-BFGL-NGS-55590",0.1583935967
"725",29,46661667,"ARS-BFGL-NGS-100175",0.1336997478
"726",29,46700354,"ARS-BFGL-NGS-18176",0.182168948
"727",29,46720868,"ARS-BFGL-NGS-76567",0.1577159041
"728",29,46767514,"Hapmap41327-BTA-66071",0.1337422017
"729",29,46799868,"ARS-BFGL-NGS-61484",0.1060251748
"730",29,46823027,"ARS-BFGL-NGS-101626",0.1164617422
"731",29,46844718,"ARS-BFGL-NGS-14050",0.128140993
"732",29,46871788,"ARS-BFGL-NGS-107395",0.107243333
"733",3,105566882,"ARS-BFGL-NGS-111314",0.1417917484
"734",3,105587654,"ARS-BFGL-NGS-30583",0.3004601911
"735",3,105633280,"Hapmap22746-BTA-141712",0.1918849109
"736",3,105687436,"BTB-00148881",0.1723418442
"737",3,105691182,"BTB-00148908",0.1400318351
"738",3,105745609,"INRA-111",0.1264986786
"739",3,105787741,"BTB-01932810",0.1089950191
"740",3,105811284,"ARS-BFGL-NGS-23119",0.1113715999
"741",3,110260420,"BTB-00156546",0.1023461763
"742",3,110319557,"ARS-BFGL-NGS-3489",0.1342031966
"743",3,110364783,"BTB-00156662",0.1565742431
"744",3,110395482,"BTB-00156691",0.1757510135
"745",3,110419349,"BTB-00390861",0.1193026678
"746",3,110489512,"BTB-00156807",0.1371208419
"747",3,110546593,"BTA-01438-rs29012403",0.1154488746
"748",3,110571030,"Hapmap58315-ss46527116",0.1170754907
"749",3,110631569,"BTB-00156962",0.113933932
"750",3,111526170,"ARS-BFGL-NGS-74948",0.1193364065
"751",3,111551378,"Hapmap30841-BTA-147966",0.1413165875
"752",3,111594054,"BTA-69565-no-rs",0.268399461
"753",3,111615734,"BTA-69569-no-rs",0.191850993
"754",3,111651143,"Hapmap35643-SCAFFOLD318144_4314",0.3867036619
"755",3,111677167,"BTB-01948148",0.7467347019
"756",3,111708236,"Hapmap42062-BTA-109789",1.2415855102
"757",3,111730561,"BTB-01641394",0.9480214011
"758",3,111751663,"ARS-BFGL-NGS-37809",1.0607738886
"759",3,111772736,"ARS-BFGL-NGS-25298",1.2101267375
"760",3,111806406,"ARS-BFGL-NGS-44131",1.0252690009
"761",3,111833768,"ARS-BFGL-NGS-6202",1.1671761702
"762",3,111933069,"ARS-BFGL-NGS-85333",0.6077153076
"763",3,111965305,"ARS-BFGL-NGS-97849",0.7547885266
"764",3,111991216,"ARS-BFGL-NGS-71345",0.49657328
"765",3,112064027,"ARS-BFGL-NGS-110683",0.332146408
"766",3,112192839,"BTA-87451-no-rs",0.2441923918
"767",3,112221070,"ARS-BFGL-NGS-18163",0.2095205586
"768",3,112257692,"ARS-BFGL-NGS-115246",0.1130035843
"769",3,13457326,"ARS-BFGL-NGS-3374",0.1417191897
"770",3,13623576,"ARS-BFGL-NGS-106490",0.1089414182
"771",3,13646233,"ARS-BFGL-NGS-108231",0.1087681046
"772",3,13692707,"ARS-BFGL-NGS-119921",0.1247045638
"773",3,13768233,"Hapmap53387-rs29010859",0.174409357
"774",3,13927203,"ARS-BFGL-NGS-1316",0.1854590388
"775",3,14015189,"ARS-BFGL-NGS-6556",0.1526392368
"776",3,14037138,"UA-IFASA-8925",0.1543209424
"777",3,14092136,"Hapmap53344-ss46526153",0.1066961132
"778",3,22964033,"Hapmap45949-BTA-66899",0.1053203132
"779",3,31771719,"BTB-00125277",0.101246627
"780",3,31834027,"INRA-378",0.133882377
"781",3,31874226,"BTB-00125325",0.1198039461
"782",3,31896363,"BTB-00125348",0.1165687395
"783",3,31919978,"ARS-BFGL-NGS-111118",0.1360474556
"784",3,43199821,"ARS-BFGL-NGS-102970",0.1005674455
"785",3,44209622,"ARS-BFGL-NGS-33061",0.1159333595
"786",3,44270113,"Hapmap32570-BTA-141315",0.1213717324
"787",3,44454674,"INRA-624",0.1237070642
"788",3,44490132,"ARS-BFGL-NGS-55002",0.1225157186
"789",3,44563542,"INRA-615",0.1279235549
"790",3,61775858,"Hapmap59991-rs29016955",0.1141670769
"791",3,77030221,"BTB-01060056",0.1025089218
"792",3,89365301,"BTB-00142159",0.1340868444
"793",3,89411264,"ARS-BFGL-NGS-44533",0.1044862363
"794",3,89466489,"BTB-00141705",0.1665188574
"795",3,89561376,"BTB-01755444",0.1327577637
"796",3,89652649,"Hapmap57748-ss46526142",0.1043548066
"797",3,89752439,"Hapmap34238-BES1_Contig417_1330",0.1114883392
"798",3,96947843,"ARS-BFGL-NGS-67035",0.1557860812
"799",3,96974610,"BTB-00147847",0.170495197
"800",3,96997280,"ARS-BFGL-NGS-63629",0.142051864
"801",3,97023337,"BTB-00147905",0.1698967952
"802",3,97049079,"BTA-26108-no-rs",0.183060284
"803",3,97070925,"BTB-01919893",0.2095164772
"804",3,97093984,"Hapmap38905-BTA-68975",0.1928704741
"805",3,97141095,"BTA-68980-no-rs",0.1400997259
"806",4,101775238,"Hapmap51374-BTA-104594",0.1037508564
"807",4,102672717,"BTA-85913-no-rs",0.1528300472
"808",4,102773397,"BTA-72155-no-rs",0.1513353259
"809",4,102850747,"BTA-72153-no-rs",0.1659194198
"810",4,102942082,"Hapmap46021-BTA-72146",0.1754338903
"811",4,103014613,"Hapmap60483-rs29010048",0.1778790559
"812",4,103046494,"ARS-BFGL-NGS-109036",0.1573742703
"813",4,103081003,"ARS-BFGL-NGS-32175",0.1194240123
"814",4,103142613,"Hapmap51625-BTA-71992",0.1074542322
"815",4,106069205,"ARS-BFGL-NGS-35219",0.1934954129
"816",4,106109340,"Hapmap35759-SCAFFOLD161053_2988",0.1729248321
"817",4,106144190,"Hapmap47387-BTA-72195",0.1533668917
"818",4,106191183,"ARS-BFGL-NGS-4608",0.2170282485
"819",4,106217430,"Hapmap51932-BTA-119886",0.292899422
"820",4,106244569,"ARS-BFGL-NGS-35727",0.2349577454
"821",4,106308774,"Hapmap49723-BTA-72140",0.1849150971
"822",4,106435387,"ARS-BFGL-NGS-100841",0.1562278291
"823",4,106536218,"ARS-BFGL-NGS-28655",0.1234696503
"824",4,51114124,"BTB-00184775",0.160611683
"825",4,51149352,"ARS-BFGL-NGS-117196",0.1553835225
"826",4,51179378,"ARS-BFGL-NGS-113150",0.1091967663
"827",4,7192396,"BTB-01511967",0.1497884582
"828",4,72119491,"ARS-BFGL-NGS-42007",0.1122716925
"829",4,7225482,"ARS-BFGL-NGS-6424",0.1546827676
"830",4,7295838,"BTB-01580567",0.170328655
"831",4,73095991,"BTA-71353-no-rs",0.1089045339
"832",4,7372107,"BTB-01580681",0.2131737585
"833",4,7402633,"ARS-BFGL-NGS-57919",0.1844688675
"834",4,7427468,"BTB-00685072",0.3386708112
"835",4,7455891,"ARS-BFGL-NGS-71657",0.327844034
"836",4,7510935,"ARS-BFGL-NGS-106242",0.2017906884
"837",4,7564729,"Hapmap29841-BTA-150778",0.133508973
"838",4,7600537,"ARS-BFGL-NGS-34749",0.1003905956
"839",5,48229383,"ARS-BFGL-NGS-40753",0.108367641
"840",5,52249518,"Hapmap39861-BTA-73536",0.1196092456
"841",5,52357915,"Hapmap43667-BTA-73533",0.1043697569
"842",5,52526291,"ARS-BFGL-NGS-78314",0.1206889331
"843",5,53009069,"ARS-BFGL-NGS-8741",0.122042047
"844",5,53321576,"BTA-99758-no-rs",0.1118884223
"845",5,53355038,"ARS-BFGL-NGS-114150",0.1340222258
"846",5,53412863,"Hapmap51300-BTA-73606",0.1084662858
"847",5,5493169,"BTA-73200-no-rs",0.1155492701
"848",5,5516675,"ARS-BFGL-NGS-3594",0.1099071797
"849",5,5566934,"BTB-00215816",0.1871746266
"850",5,5593576,"BTB-00215874",0.2145005865
"851",5,5621182,"BTA-73127-no-rs",0.2243273874
"852",5,5660281,"BTB-01200617",0.2257861857
"853",5,5684010,"Hapmap40881-BTA-109195",0.2038843199
"854",5,5709307,"ARS-BFGL-NGS-35982",0.1989243967
"855",5,5756462,"ARS-BFGL-NGS-116916",0.2160151299
"856",5,5781953,"BTB-01793309",0.1436056494
"857",5,5899712,"BTB-01200493",0.1681461477
"858",5,6016429,"BTB-01610675",0.3122917055
"859",5,6147730,"UA-IFASA-4428",0.2459824869
"860",5,6234962,"Hapmap27170-BTA-142780",0.2194507922
"861",5,6256982,"BTA-73940-no-rs",0.2229995224
"862",5,6281168,"Hapmap59616-ss46526976",0.3864947284
"863",5,6312610,"BTA-73915-no-rs",0.5103844282
"864",5,6372558,"ARS-BFGL-NGS-8671",0.2652140504
"865",5,6396764,"ARS-BFGL-NGS-113945",0.2049049989
"866",5,6477926,"Hapmap38248-BTA-73843",0.1570982413
"867",6,105650631,"BTB-00280101",0.1070824301
"868",6,105694985,"ARS-BFGL-NGS-80866",0.1557800486
"869",6,105733825,"ARS-BFGL-NGS-112381",0.2480202633
"870",6,105837894,"ARS-BFGL-NGS-34635",0.2939166645
"871",6,105860748,"BTB-00280987",0.3147471587
"872",6,105886914,"BTB-00280923",0.2237217746
"873",6,105973106,"ARS-BFGL-NGS-117667",0.1631718993
"874",6,106019199,"ARS-BFGL-NGS-69648",0.147037671
"875",6,110389495,"ARS-BFGL-NGS-103113",0.1151160181
"876",6,110442940,"BTB-00282048",0.1186045636
"877",6,110482099,"ARS-BFGL-NGS-34464",0.1186035386
"878",6,110542262,"ARS-BFGL-NGS-54732",0.1144438116
"879",6,36441375,"Hapmap26261-BTC-034133",0.1217516986
"880",6,36498019,"ARS-BFGL-NGS-43280",0.1401322713
"881",6,36556442,"BTA-22850-no-rs",0.1082570271
"882",6,40662051,"Hapmap49744-BTA-75903",0.1011361683
"883",6,40696320,"BTA-75902-no-rs",0.1051303307
"884",6,40780850,"BTA-75891-no-rs",0.1015614284
"885",6,40808612,"ARS-BFGL-NGS-90857",0.1481518184
"886",6,43494887,"Hapmap24121-BTC-039009",0.1010037622
"887",6,43518582,"Hapmap23242-BTC-039071",0.1338035138
"888",6,43544441,"BTB-00254199",0.1465031783
"889",6,43579172,"Hapmap31283-BTC-039096",0.1019958309
"890",6,43601154,"Hapmap31284-BTC-039204",0.1712472052
"891",6,43657946,"Hapmap47403-BTA-76048",0.16494214
"892",6,43679917,"Hapmap30420-BTC-039335",0.16649729
"893",6,43721038,"Hapmap32456-BTC-038385",0.1213865383
"894",6,43758146,"Hapmap26267-BTC-039886",0.1582812599
"895",6,43805602,"Hapmap32217-BTC-039812",0.1256919504
"896",6,43829217,"Hapmap47098-BTA-76051",0.131169371
"897",6,43886543,"Hapmap31607-BTC-039637",0.1308107679
"898",6,43944737,"ARS-BFGL-NGS-112073",0.1418697312
"899",6,43983354,"ARS-BFGL-NGS-112781",0.128895173
"900",6,45053450,"Hapmap23226-BTA-159656",0.1035909124
"901",6,45112831,"ARS-BFGL-NGS-21182",0.1046554484
"902",6,51093319,"BTB-00257472",0.1037847534
"903",6,54231133,"BTA-94705-no-rs",0.1015233215
"904",6,57842883,"ARS-BFGL-NGS-100658",0.1086336384
"905",6,57929945,"ARS-BFGL-NGS-31848",0.1425818273
"906",6,57984344,"ARS-BFGL-NGS-106371",0.1783786864
"907",6,58038612,"ARS-BFGL-NGS-25659",0.1745891671
"908",6,58077967,"ARS-BFGL-NGS-34791",0.205270623
"909",6,58148793,"Hapmap26209-BTA-162290",0.2045594035
"910",6,58244833,"BTA-97850-no-rs",0.2474061638
"911",6,58285461,"Hapmap54653-rs29025767",0.1980535333
